0.9526666667	wi fi
0.9519500000	home automation
0.9276666667	tp link
0.8572333333	voice recognition
0.8322833333	customer service
0.8261833333	2nd generation
0.8212333333	living room
0.7935166667	amazon music
0.7747403532	jeopardy
0.7696518537	mini
0.7678500000	echo dot
0.7620417782	apple
0.7565803282	white
0.7502175887	battery
0.7480270385	sleep
0.7475166667	google home
0.7441042524	christmas
0.7414165455	game
0.7409545921	google
0.7355666667	sound quality
0.7332893382	station
0.7311986756	noise
0.7302822083	bluetooth
0.7282326840	high
0.7276426948	upstairs
0.7275052760	office
0.7243952087	radio
0.7233860490	tv
0.7230615495	solution
0.7201166667	echo dots
0.7117441311	prime
0.7059160843	dots
0.7000015171	half
0.6986893454	calendar
0.6957179264	star
0.6927615231	downstairs
0.6920725639	power
0.6918779324	internet
0.6915666667	bluetooth speaker
0.6915382156	amazon
0.6904672873	tech
0.6837404778	internal
0.6770095366	word
0.6761640380	clock
0.6727894963	customer
0.6698672737	support
0.6687814229	long
0.6680459724	cable
0.6670043149	light
0.6665666667	smart home
0.6662796589	software
0.6648630963	house
0.6636654031	sound
0.6616156603	generation
0.6597009646	buy
0.6594478162	weather
0.6589578594	plugs
0.6577285731	news
0.6574639816	living
0.6561442801	couple
0.6528534507	review
0.6516467294	external
0.6514984171	questions
0.6492921181	speakers
0.6482149316	access
0.6468304927	plug
0.6455343793	easy
0.6446322628	control
0.6416699063	switch
0.6415142449	plan
0.6412925636	box
0.6409341233	smart
0.6405773460	remote
0.6396995190	bit
0.6389876708	kitchen
0.6381717061	dot
0.6366329771	speaker
0.6355464700	change
0.6353721764	alexa
0.6351792882	great
0.6346607454	super
0.6343076868	multiple
0.6321342768	network
0.6314670437	service
0.6312167345	playing
0.6308600855	bad
0.6296695564	siri
0.6281634960	drop
0.6274859304	listening
0.6274620449	alarm
0.6265391226	play
0.6264840508	sonos
0.6247810874	quality
0.6244921654	link
0.6241710082	music
0.6235138898	2nd
0.6226568067	home
0.6219000852	connected
0.6214354519	pandora
0.6210887912	hard
0.6168662831	wanted
0.6152996996	kind
0.6139576721	echo
0.6130914781	spotify
0.6128568247	built
0.6116166667	internal speaker
0.6112022086	amazon's
0.6109500000	smart plugs
0.6106084806	turn
0.6102274402	connect
0.6091166667	external speakers
0.6087164736	ability
0.6085155835	android
0.6070666667	smart plug
0.6060928838	voice
0.6056166667	tech support
0.6051469050	wemo
0.6028355394	listen
0.6009365271	lights
0.5995322877	lot
0.5973498281	set
0.5965166667	amazon echo
0.5961866323	order
0.5960164862	recognition
0.5953040411	dot's
0.5949726834	things
0.5946586244	nest
0.5936115280	youtube
0.5924270398	harmony
0.5901613224	bose
0.5901581095	tap
0.5885224753	receiver
0.5868044427	app
0.5845926685	hue
0.5835432192	room
0.5808806719	car
0.5796665512	mom
0.5783134179	echos
0.5760364881	device
0.5755666667	bluetooth speakers
0.5748868491	unlimited
0.5692802981	shopping
0.5686256970	data
0.5683696429	song
0.5670361616	multi
0.5666125592	black
0.5629776801	gadget
0.5589254626	price
0.5586506342	security
0.5586506342	content
0.5570838856	reading
0.5547055885	purchasing
0.5546195094	rating
0.5546195094	speaking
0.5537156017	improvement
0.5537156017	fix
0.5510720781	thermostat
0.5510720781	portable
0.5495092705	album
0.5493333013	phone
0.5487852053	lamp
0.5480199147	reminder
0.5452337381	warranty
0.5452337381	household
0.5438465722	easier
0.5438465722	continue
0.5438465722	group
0.5438023249	settings
0.5434751326	items
0.5432502032	cat
0.5429893588	live
0.5422595964	constantly
0.5420123842	hub
0.5391091208	integration
0.5375484213	artist
0.5375484213	quick
0.5375484213	ordering
0.5375000000	home mini
0.5360741852	apps
0.5360402805	recently
0.5354011446	range
0.5339109698	forecast
0.5339109698	figured
0.5335166667	amazon echo dot
0.5320167276	love
0.5318666559	responds
0.5310449068	wifi
0.5306179419	fantastic
0.5305664996	jack
0.5290348339	limited
0.5290348339	send
0.5290348339	functions
0.5290348339	convenient
0.5290348339	low
0.5290348339	forward
0.5290348339	capabilities
0.5290348339	door
0.5290348339	games
0.5290348339	stars
0.5290348339	received
0.5274639502	initially
0.5263054568	discovered
0.5239381713	playlists
0.5231348449	stick
0.5231227580	absolutely
0.5231227580	area
0.5231227580	handy
0.5231227580	worried
0.5220127009	note
0.5212070802	excellent
0.5206395566	flight
0.5201166667	amazon prime
0.5182435606	smaller
0.5182435606	mention
0.5182435606	friend
0.5182190653	stream
0.5164090559	amazing
0.5163001830	stereo
0.5162408467	function
0.5162408467	picked
0.5156776298	products
0.5151983872	perfect
0.5140785303	close
0.5127809334	update
0.5124217395	reset
0.5124217395	wall
0.5124217395	disappointed
0.5119465838	hope
0.5108786665	wake
0.5090799255	kids
0.5072836331	nice
0.5058340897	temperature
0.5058340897	question
0.5052446309	lists
0.5052446309	heard
0.5052446309	pair
0.5051669214	option
0.5051669214	compatible
0.5051669214	basic
0.5045658077	simply
0.5039583275	unit
0.5037886492	calls
0.5031847387	big
0.5029974535	told
