1.0000000000	a lego table
1.0000000000	works great
1.0000000000	the price
1.0000000000	lego table
1.0000000000	so much
1.0000000000	the duplo
1.0000000000	the same
1.0000000000	the lego
1.0000000000	lego brand
1.0000000000	the kids
1.0000000000	addition to
1.0000000000	this baseplate
1.0000000000	for lego
1.0000000000	perfect for
1.0000000000	for building
1.0000000000	with lego
1.0000000000	with legos
1.0000000000	table for
1.0000000000	these to
1.0000000000	any lego
1.0000000000	to build
1.0000000000	to make
1.0000000000	as described
1.0000000000	to say
1.0000000000	as expected
1.0000000000	kids love
1.0000000000	a few
1.0000000000	great for
1.0000000000	a great
1.0000000000	a lego
1.0000000000	a bit
1.0000000000	a lot
1.0000000000	bright green
1.0000000000	in place
1.0000000000	great product
1.0000000000	a little
1.0000000000	a good
1.0000000000	a nice
1.0000000000	year old
1.0000000000	base plate
1.0000000000	base for
0.7393877657	lego
0.7223397663	nice
0.7077759535	love
0.7051008177	brand
0.6832520260	green
0.6813369802	bit
0.6338587033	duplo
0.6311590632	works
0.6305275289	place
0.6099318318	great
0.6073414351	perfect
0.6060931222	addition
0.5990041589	product
0.5873574504	expected
0.5787257133	price
0.5677791102	plate
0.5636879053	baseplate
0.5600663824	bright
0.5573324955	building
0.5532813586	build
0.5476585958	base
0.5468861119	kids
0.5368280926	table
0.5224386747	order
0.5180334168	loved
0.5180334168	plastic
0.5141470925	play
0.5062145159	glue
0.4889382275	pieces
0.4889231294	projects
0.4801039528	legos
0.4784531224	kid
0.4748004382	purchased
0.4733405531	piece
0.4733405531	ordered
0.4682654796	surface
0.4682654796	flat
0.4682654796	create
0.4682654796	bad
0.4636847817	creations
0.4625088965	standard
0.4606362365	sturdy
0.4606362365	large
0.4606362365	collection
0.4570833960	awesome
0.4565276369	buy
0.4565276369	expensive
0.4557382268	children
0.4548977314	happy
0.4541241074	makes
0.4528011806	bigger
0.4393497822	board
0.4380816068	sets
0.4218580254	fit
0.4113447846	gift
0.4076112767	grandson
0.4058208126	classic
0.3994309575	blocks
0.3908565530	color
0.3902362816	set
0.3781215338	bought
0.3697644447	arrived
0.3614407858	baseplates
0.3589375765	small
0.3570696642	loves
0.3554310549	son
0.3549568820	quality
0.3537555734	plates
0.3525675432	size
0.3512643275	needed
0.3492087720	flimsy
0.3481091795	item
0.2922718219	year
0.2915706325	same
0.2841044696	described
0.2665662474	any
0.2557993754	little
0.2526414229	make
0.2510901372	say
0.2509815025	much
0.2468823193	a
0.2421352217	old
0.2358453952	as
0.2266324282	so
0.2259558487	for
0.2210660563	good
0.2209852224	to
0.2141061282	4
0.2135779997	the
0.2131953605	with
0.1907040813	in
0.1791234237	i
0.1722252232	2
0.1722252232	new
0.1628972012	know
0.1624494945	excellent
0.1613341564	over
0.1609012943	since
0.1609012943	then
0.1569031699	it's
0.1565188622	though
0.1558375297	can't
0.1557447418	of
0.1552566339	using
0.1552566339	could
0.1552566339	because
0.1552566339	right
0.1552566339	come
0.1552566339	now
0.1539517242	has
0.1539517242	ones
0.1539517242	about
0.1539517242	thin
0.1539517242	which
0.1534901183	being
0.1531518795	some
0.1529628605	on
0.1515808763	two
0.1508734440	does
0.1508734440	wish
0.1501701474	own
0.1501701474	together
0.1501701474	want
0.1495511172	it
0.1490481172	from
0.1490481172	at
0.1487913107	work
0.1487913107	up
0.1481610565	go
0.1479178353	top
0.1478317417	must
0.1475383555	there
0.1468382411	and
0.1464476183	out
0.1461506974	his
0.1461506974	think
0.1449552606	even
0.1443558015	just
0.1439235215	exactly
0.1429854395	always
0.1429200728	this
0.1419065438	these
0.1409402068	them
0.1408772315	my
0.1405389258	he
0.1403981194	they
0.1401503214	had
0.1397818515	than
0.1396877681	its
0.1396741309	other
0.1390302349	need
0.1390110012	one
0.1382741591	can
0.1379670491	an
0.1376693463	more
0.1374382124	if
0.1371312346	is
0.1367841626	be
0.1366173544	time
0.1354778885	we
0.1352818378	not
0.1346149597	have
0.1345451932	were
0.1343000951	off
0.1340451932	do
0.1339433145	very
0.1336287665	your
0.1328012918	what
0.1304961342	that
0.1303777518	well
0.1302403998	too
0.1294526216	only
0.1291007530	are
0.1288797496	would
0.1287363033	made
0.1286984743	really
0.1282480469	got
0.1281184578	was
0.1280211024	you
0.1269697211	like
0.1266591297	used
0.1266035741	no
0.1264190441	get
0.1261641421	will
0.1260377227	our
0.1256943512	or
0.1256849064	don't
0.1250420493	all
0.1245164897	when
0.1244727619	but
0.1233326491	their
0.1227945312	use
